Date,Open,High,Low,Close,Gain,Loss,Av Gain,Av Loss,RS,RSI
2021-11-22,161.6799927,165.6999969,161,160.3564453,0.4680633545,0,1.116026796,0.366467381,3.04536462,75.28034939
2021-11-23,161.1199951,161.8000031,159.0599976,160.7448273,0.388381958,0,1.064052165,0.3402911395,3.12688766,75.76866437
2021-11-24,160.75,162.1399994,159.6399994,161.272644,0.5278167725,0,1.025749637,0.3159846296,3.246201052,76.44953718
2021-11-26,159.5700073,160.4499969,156.3600006,156.1637878,0,5.108856201,0.9524818058,0.658332599,1.44680942,59.13044998
2021-11-29,159.3699951,161.1900024,158.7899933,159.5796661,3.415878296,0,1.128438698,0.6113088419,1.84593878,64.86220972
2021-11-30,159.9900055,165.5200043,159.9199982,164.6188049,5.039138794,0,1.407774419,0.5676439246,2.480030805,71.26462218
2021-12-01,167.4799957,170.3000031,164.5299988,164.0909882,0,0.5278167725,1.307219103,0.564799128,2.314484989,69.82940024
2021-12-02,158.7400055,164.1999969,157.8000031,163.085144,0,1.005844116,1.21384631,0.5963023415,2.035622244,67.05782473
2021-12-03,164.0200043,164.9600067,159.7200012,161.1730652,0,1.912078857,1.127143002,0.6902863783,1.632862878,62.01853092
2021-12-06,164.2899933,167.8800049,164.2799988,164.6387177,3.465652466,0,1.294179393,0.6409802084,2.019062953,66.87713985
2021-12-07,169.0800018,171.5800018,168.3399963,170.4745636,5.835845947,0,1.618584147,0.5951959078,2.719414104,73.11404506
2021-12-08,172.1300049,175.9600067,170.6999969,174.3585052,3.88394165,0,1.780395397,0.5526819144,3.221374448,76.311033
2021-12-09,174.9100037,176.75,173.9199982,173.8406372,0,0.517868042,1.653224297,0.5501952093,3.004795878,75.02993835
2021-12-10,175.2100067,179.6300049,174.6900024,178.7104797,4.869842529,0,1.882982742,0.5108955515,3.685651083,78.65824872
2021-12-13,181.1199951,182.1300049,175.5299988,175.0157776,0,3.694702148,1.748483975,0.7383103084,2.368223706,70.31076059
2021-12-14,175.25,177.7400055,172.2100067,173.6115875,0,1.404190063,1.623592262,0.785873148,2.065972437,67.38392074
2021-12-15,175.1100006,179.5,172.3099976,178.5611115,4.949523926,0,1.86115881,0.7297393517,2.550443258,71.8345027
2021-12-16,179.2799988,181.1399994,170.75,171.5500946,0,7.011016846,1.728218895,1.17840203,1.466578342,59.45800776
2021-12-17,169.9299927,173.4700012,169.6900024,170.4347229,0,1.115371704,1.604774688,1.173899864,1.367045638,57.75324379
2021-12-20,168.2799988,170.5800018,167.4600067,169.0504608,0,1.384262085,1.490147925,1.188925737,1.253356605,55.62176009
2021-12-21,171.5599976,173.1999969,169.1199951,172.2770996,3.226638794,0,1.614182987,1.10400247,1.462119,59.38457889
2021-12-22,173.0399933,175.8600006,172.1499939,174.9161835,2.639083862,0,1.687390192,1.025145151,1.646001243,62.20712282
2021-12-23,175.8500061,176.8500061,175.2700043,175.5535431,0.6373596191,0,1.612388008,0.9519204969,1.693826337,62.87808214
2021-12-27,177.0899963,180.4199982,177.0700073,179.5868683,4.033325195,0,1.785312093,0.8839261757,2.019752489,66.88470317
2021-12-28,180.1600037,181.3300018,178.5299988,178.5511322,0,1.035736084,1.657789801,0.8947697406,1.852755771,64.94617555
2021-12-29,179.3300018,180.6300049,178.1399994,178.6407776,0.08964538574,0,1.545779485,0.8308576163,1.860462557,65.04061913
2021-12-30,179.4700012,180.5700073,178.0899963,177.4656372,0,1.175140381,1.435366665,0.8554492423,1.677909798,62.65744272
2021-12-31,178.0899963,179.2299957,177.2599945,176.8382568,0,0.6273803711,1.332840475,0.8391586086,1.588305787,61.36468864
2022-01-03,177.8300018,182.8800049,177.7100067,181.2599182,4.421661377,0,1.553470539,0.779218708,1.993625824,66.59569169
2022-01-04,182.6300049,182.9400024,179.1199951,178.9594421,0,2.300476074,1.442508358,0.8878799485,1.624665993,61.89991401
2022-01-05,179.6100006,180.1699982,174.6399994,174.1991577,0,4.760284424,1.339472046,1.164480268,1.150274576,53.49431132
2022-01-06,172.6999969,175.3000031,171.6399994,171.2911835,0,2.907974243,1.243795472,1.289015552,0.9649189024,49.10731437
2022-01-07,172.8899994,174.1399994,171.0299988,171.460495,0.1693115234,0,1.167046618,1.196943013,0.9750227087,49.36767078
2022-01-10,169.0800018,172.5,168.1699982,171.4804077,0.01991271973,0,1.085108483,1.111447083,0.9763024251,49.40045677
2022-01-11,172.3200073,175.1799927,170.8200073,174.3585052,2.878097534,0,1.213179129,1.032058006,1.1754951,54.03345198
2022-01-12,176.1199951,177.1799927,174.8200073,174.8066254,0.4481201172,0,1.158532057,0.9583395768,1.20889514,54.72849834
2022-01-13,175.7799988,176.6199951,171.7899933,171.4804077,0,3.326217651,1.075779767,1.127473725,0.9541506319,48.82687221
2022-01-14,171.3399963,173.7799988,171.0899963,172.3567963,0.8763885498,0,1.061537537,1.046939887,1.01394316,50.34616567
2022-01-18,171.5099945,172.5399933,169.4100037,169.1002655,0,3.256530762,0.9857134275,1.204767807,0.8181770975,44.9998572
2022-01-19,170,171.0800018,165.9400024,165.5449677,0,3.555297852,0.9153053256,1.37266281,0.666810027,40.00516053
2022-01-20,166.9799957,169.6799927,164.1799927,163.8320618,0,1.712905884,0.8499263737,1.396965887,0.6084088249,37.82675247
2022-01-21,164.4199982,166.3300018,162.3000031,161.7407074,0,2.09135437,0.789217347,1.446565064,0.5455802622,35.29938079
2022-01-24,160.0200043,162.3000031,154.6999969,160.9539642,0,0.7867431641,0.7328446794,1.399434929,0.523671851,34.36907039
2022-01-25,158.9799957,162.7599945,157.0200043,159.1215515,0,1.83241272,0.6804986309,1.430361914,0.4757527618,32.23797198
2022-01-26,163.5,164.3899994,157.8200073,159.0319061,0,0.08964538574,0.6318915858,1.334596447,0.4734701542,32.13299929
2022-01-27,162.4499969,163.8399963,158.2799988,158.5638428,0,0.4680633545,0.5867564725,1.272701226,0.4610323777,31.55524715
2022-01-28,165.7100067,170.3500061,162.8000031,169.6280823,11.0642395,0,1.335148117,1.181793996,1.129763835,53.0464372
2022-01-31,170.1600037,175,169.5099945,174.0597229,4.431640625,0,1.556326154,1.097380139,1.41821972,58.64726469
2022-02-01,174.0099945,174.8399963,172.3099976,173.8904419,0,0.1692810059,1.44516,1.031087344,1.401588341,58.36089046
2022-02-02,174.75,175.8800049,173.3300018,175.1153564,1.224914551,0,1.429428182,0.9574382479,1.492971672,59.88722972
2022-02-03,174.4799957,176.2400055,172.1199951,172.1874695,0,2.927886963,1.327326169,1.098184585,1.208654891,54.72357387
2022-02-04,171.6799927,174.1000061,170.6799927,171.8983154,0,0.2891540527,1.232517157,1.04039669,1.184660783,54.22630334
2022-02-07,172.8600006,173.9499969,170.9499969,171.1703949,0,0.7279205322,1.144480217,1.018076964,1.124158838,52.92254129
2022-02-08,171.7299957,175.3500061,171.4299927,174.3313599,3.160964966,0,1.288514842,0.9453571809,1.3629926,57.68078157
2022-02-09,176.0500031,176.6499939,174.8999939,175.7772064,1.445846558,0,1.299752822,0.877831668,1.480640161,59.68782511
2022-02-10,174.1399994,175.4799957,171.5500031,171.6290741,0,4.148132324,1.206913335,1.111424572,1.085915648,52.05942288
2022-02-11,172.3300018,173.0800018,168.0399933,168.1590118,0,3.470062256,1.120705239,1.279898692,0.8756202706,46.68430408
2022-02-14,167.3699951,169.5800018,166.5599976,168.3983307,0.2393188477,0,1.057749068,1.188477357,0.8900035512,47.09004651
2022-02-15,170.9700012,172.9499969,170.25,172.2971649,3.898834229,0,1.260683723,1.103586117,1.142351922,53.32232816
2022-02-16,171.8500061,173.3399963,170.0500031,172.0578613,0,0.2393035889,1.170634885,1.041851651,1.123609954,52.91037329
2022-02-17,171.0299988,171.9100037,168.4700012,168.3983307,0,3.65953064,1.087018108,1.228828722,0.8845969245,46.93825576
2022-02-18,169.8200073,170.5399933,166.1900024,166.8228302,0,1.575500488,1.009373957,1.253590991,0.8051860334,44.60404737
2022-02-22,164.9799957,166.6900024,162.1499939,163.8513336,0,2.971496582,0.9372758175,1.376298533,0.6810120007,40.51202492
2022-02-23,165.5399933,166.1499939,159.75,159.6134644,0,4.237869263,0.8703275448,1.580696442,0.5505975224,35.50873224
2022-02-24,152.5800018,162.8500061,152,162.2758484,2.662384033,0,0.9983315797,1.467789553,0.6801598889,40.48185494
2022-02-25,163.8399963,165.1199951,160.8699951,164.3798218,2.103973389,0,1.077305995,1.362947442,0.7904237251,44.14729955
2022-02-28,163.0599976,165.4199982,162.4299927,164.6490479,0.2692260742,0,1.019586,1.265594054,0.8056185135,44.61731576
2022-03-01,164.6999969,166.6000061,161.9700012,162.7345123,0,1.914535522,0.9467584288,1.311947016,0.7216437992,41.91597586
2022-03-02,164.3899994,167.3600006,162.9499969,166.0849457,3.35043335,0,1.118449495,1.218236515,0.9180889599,47.86477474
2022-03-03,168.4700012,168.9100037,165.5500031,165.7558746,0,0.3290710449,1.038560245,1.154724695,0.8994007395,47.3518158
2022-03-04,164.4900055,165.5500031,162.1000061,162.7046051,0,3.051269531,0.9643773704,1.290192184,0.7474679994,42.77434549
2022-03-07,163.3600006,165.0200043,159.0399933,158.8456573,0,3.858947754,0.8954932725,1.473674724,0.6076600607,37.79779541
2022-03-08,158.8200073,162.8800049,155.8000031,156.9909515,0,1.854705811,0.8315294673,1.500891231,0.5540238029,35.6509213
2022-03-09,161.4799957,163.4100037,159.4100037,162.4852295,5.494277954,0,1.164582931,1.393684714,0.8356143386,45.52232574
2022-03-10,160.1999969,160.3899994,155.9799957,158.0678864,0,4.41734314,1.081398436,1.609660316,0.6718177897,40.18486906
2022-03-11,158.9299927,159.2799988,154.5,154.288681,0,3.779205322,1.00415569,1.764627816,0.5690467309,36.26703525
2022-03-14,151.4499969,154.1199951,150.1000061,150.1903992,0,4.09828186,0.9324302837,1.931317391,0.4827949503,32.55979191
2022-03-15,150.8999939,155.5700073,150.3800049,154.647644,4.457244873,0,1.184202754,1.793366149,0.6603240254,39.77079265
2022-03-16,157.0500031,160,154.4600067,159.1348114,4.487167358,0,1.420128798,1.665268567,0.8527926522,46.02741981
2022-03-17,158.6100006,161,157.6300049,160.1618805,1.027069092,0,1.392053104,1.546320812,0.900235639,47.37494764
2022-03-18,160.5099945,164.4799957,159.7599945,163.5122833,3.350402832,0,1.531935228,1.435869325,1.066904349,51.61846747
2022-03-21,163.5099945,166.3500061,163.0099945,164.9083099,1.396026611,0,1.522227469,1.333307231,1.141692953,53.30796608
2022-03-22,165.5099945,169.4199982,164.9100037,168.338501,3.43019104,0,1.658510582,1.238071,1.339592464,57.25751321
2022-03-23,167.9900055,172.6399994,167.6499939,169.7245331,1.386032104,0,1.639047833,1.149637357,1.425708571,58.77493232
2022-03-24,171.0599976,174.1399994,170.2100067,173.5735321,3.848999023,0,1.79690149,1.067520403,1.683247912,62.73173286
2022-03-25,173.8800049,175.2799988,172.75,174.2216644,0.6481323242,0,1.714846549,0.9912689456,1.729950844,63.3693038
2022-03-28,172.1699982,175.7299957,172,175.0991669,0.8775024414,0,1.655036256,0.9204640209,1.798045571,64.26076793
2022-03-29,176.6900024,179.0099945,176.3399963,178.4495697,3.350402832,0,1.776133868,0.8547165909,2.078038367,67.51177598
2022-03-30,178.5500031,179.6100006,176.6999969,177.26297,0,1.186599731,1.649267164,0.8784225295,1.877532859,65.24800762
2022-03-31,177.8399963,178.0299988,174.3999939,174.1119843,0,3.150985718,1.531462366,1.040748472,1.471500952,59.53875723
2022-04-01,174.0299988,174.8800049,171.9400024,173.8128357,0,0.2991485596,1.422072197,0.9877770492,1.439669203,59.01083644
2022-04-04,174.5700073,178.4900055,174.4400024,177.9310608,4.118225098,0,1.614654547,0.9172215457,1.760375729,63.77304765
2022-04-05,177.5,178.3000031,174.4199982,174.5606995,0,3.370361328,1.49932208,1.092445816,1.372445258,57.84939624
2022-04-06,172.3600006,173.6300049,170.1300049,171.33992,0,3.220779419,1.392227645,1.244469645,1.118731703,52.8019523
2022-04-07,171.1600037,173.3600006,169.8500061,171.6490173,0.30909729,0,1.314861191,1.155578956,1.137837605,53.22376229
2022-04-08,171.7799988,171.7799988,169.1999969,169.6048737,0,2.044143677,1.220942535,1.219047864,1.001554221,50.03882537
2022-04-11,168.7100067,169.0299988,165.5,165.2772522,0,4.32762146,1.133732354,1.441088836,0.786719268,44.03149852
2022-04-12,168.0200043,169.8699951,166.6399994,167.1818085,1.904556274,0,1.188791205,1.338153919,0.8883815147,47.04459919
2022-04-13,167.3899994,171.0399933,166.7700043,169.9139862,2.732177734,0,1.2990331,1.242571496,1.04543932,51.11074721
2022-04-14,170.6199951,171.2700043,165.0399933,164.8185577,0,5.095428467,1.206245022,1.517775565,0.7947453162,44.28178801
2022-04-18,163.9199982,166.6000061,163.5700073,164.5991974,0,0.2193603516,1.120084663,1.425031621,0.786006883,44.00917435
2022-04-19,165.0200043,167.8200073,163.9100037,166.9225311,2.32333374,0,1.206031026,1.323243648,0.9114202263,47.68288071
2022-04-20,168.7599945,168.8800049,166.1000061,166.7530212,0,0.1695098877,1.119885952,1.240834094,0.902526742,47.43832095
2022-04-21,168.9100037,171.5299988,165.9100037,165.9453278,0,0.8076934814,1.039894099,1.209895479,0.8594908541,46.22183821
2022-04-22,166.4600067,167.8699951,161.5,161.328537,0,4.616790771,0.9656159487,1.453245143,0.6644549638,39.9202729
2022-04-25,161.1199951,163.1699982,158.4600067,162.4154358,1.086898804,0,0.9742790097,1.349441918,0.7219866202,41.92753949
2022-04-26,162.25,162.3399963,156.7200012,156.3527832,0,6.062652588,0.9046876519,1.686099823,0.5365564004,34.91940812
2022-04-27,155.9100037,159.7899933,155.3800049,156.1234436,0,0.2293395996,0.8400671053,1.582045522,0.53100059,34.68323876
2022-04-28,159.25,164.5200043,158.9299927,163.1732635,7.049819946,0,1.28362088,1.46904227,0.8737807658,46.63196366
2022-04-29,161.8399963,166.1999969,157.25,157.2003479,0,5.972915649,1.191933674,1.790747511,0.665606774,39.96181958
2022-05-02,156.7100067,158.2299957,153.2700043,157.5094604,0.3091125488,0,1.128875022,1.662836975,0.6788849654,40.43665763
2022-05-03,158.1499939,160.7100067,156.3200073,159.0251312,1.515670776,0,1.15650329,1.544062905,0.7490001129,42.82447482
2022-05-04,159.6699982,166.4799957,159.2599945,165.5464935,6.521362305,0,1.539707506,1.433772698,1.073885357,51.78132694
2022-05-05,163.8500061,164.0800018,154.9499969,156.322876,0,9.223617554,1.429728398,1.990190187,0.718387824,41.80591913
2022-05-06,156.0099945,159.4400024,154.1799927,157.0618286,0.7389526367,0,1.380387272,1.848033745,0.74694917,42.75734995
2022-05-09,154.9299927,155.8300018,151.4900055,151.8490753,0,5.212753296,1.281788181,2.088370856,0.6137742143,38.03346273
2022-05-10,155.5200043,156.7400055,152.9299927,154.2956696,2.446594238,0,1.364988614,1.939201509,0.7038920955,41.31083755
2022-05-11,153.5,155.4499969,145.8099976,146.2967834,0,7.998886108,1.267489427,2.372036124,0.5343465956,34.8256774
2022-05-12,142.7700043,146.1999969,138.8000031,142.3622437,0,3.934539795,1.176954468,2.483643529,0.4738822036,32.15197269
2022-05-13,144.5899963,148.1000061,143.1100006,146.9059448,4.543701172,0,1.417436376,2.306240419,0.6146091117,38.06550497
2022-05-16,145.5500031,147.5200043,144.1799927,145.3381195,0,1.567825317,1.31619092,2.253496484,0.5840661079,36.87132153
2022-05-17,148.8600006,149.7700043,146.6799927,149.0329895,3.694869995,0,1.486096568,2.092532449,0.7101904533,41.52698034
2022-05-18,146.8500061,147.3600006,139.8999939,140.6246796,0,8.408309937,1.379946814,2.543659412,0.5425045534,35.17036966
2022-05-19,139.8800049,141.6600037,136.6000061,137.1594849,0,3.465194702,1.281379184,2.609483362,0.4910470796,32.93303654
2022-05-20,139.0899963,140.6999969,132.6100006,137.3991394,0.239654541,0,1.206970281,2.423091693,0.4981116829,33.24930234
2022-05-23,137.7899933,143.2599945,137.6499939,142.9114838,5.51234436,0,1.514497001,2.250013715,0.6731056752,40.2309122
2022-05-24,140.8099976,141.9700012,137.3300018,140.1652985,0,2.746185303,1.406318644,2.285454543,0.6153343317,38.09331107
2022-05-25,138.4299927,141.7899933,138.3399963,140.3250885,0.1597900391,0,1.317280886,2.12220779,0.6207124923,38.29874177
2022-05-26,137.3899994,144.3399963,137.1399994,143.5805511,3.255462646,0,1.455722441,1.970621519,0.7387123436,42.48617354
2022-05-27,145.3899994,149.6799927,145.2599945,149.4324341,5.851882935,0,1.769733904,1.829862839,0.9671401958,49.16478235
2022-05-31,149.0700073,150.6600037,146.8399963,148.6335449,0,0.7988891602,1.64332434,1.756221862,0.9357156834,48.3395207
2022-06-01,149.8999939,151.7400055,147.6799927,148.5037231,0,0.1298217773,1.52594403,1.640050427,0.9304250677,48.1979375
2022-06-02,147.8300018,151.2700043,146.8600006,151.0002594,2.496536255,0,1.595272046,1.522903968,1.047519791,51.16042323
2022-06-03,146.8999939,147.9700012,144.4600067,145.1783447,0,5.821914673,1.481324043,1.829976161,0.8094772346,44.73541966
2022-06-06,147.0299988,148.5700073,144.8999939,145.9372864,0.7589416504,0,1.4297253,1.699263578,0.8413793589,45.69288533
2022-06-07,144.3500061,149,144.1000061,148.5037231,2.566436768,0,1.510918977,1.577887609,0.9575580468,48.9159465
2022-06-08,148.5800018,149.8699951,147.4600067,147.754776,0,0.7489471436,1.402996192,1.518677575,0.9238275558,48.02028919
2022-06-09,147.0800018,147.9499969,142.5299988,142.4421387,0,5.312637329,1.302782179,1.789674701,0.7279435633,42.12773951
2022-06-10,140.2799988,140.7599945,137.0599976,136.9397888,0,5.502349854,1.209726309,2.054865783,0.5887130531,37.05597131
2022-06-13,132.8699951,135.1999969,131.4400024,131.6970673,0,5.242721558,1.123317287,2.282569767,0.4921283472,32.98163647
2022-06-14,133.1300049,133.8899994,131.4799957,132.5758362,0.8787689209,0,1.105849546,2.119529069,0.521743043,34.28588325
2022-06-15,134.2899933,137.3399963,132.1600037,135.2421417,2.666305542,0,1.217310689,1.968134136,0.6185100227,38.21477865
2022-06-16,132.0800018,132.3899994,129.0399933,129.8795929,0,5.362548828,1.130359925,2.210592328,0.5113380297,33.83346542
2022-06-17,130.0700073,133.0800018,129.8099976,131.3775024,1.497909546,0,1.15661347,2.052692876,0.5634615306,36.03936007
2022-06-21,133.4199982,137.0599976,133.3200073,135.6815338,4.304031372,0,1.381429034,1.906071956,0.7247517753,42.02064237
2022-06-22,134.7899933,137.7599945,133.9100037,135.162262,0,0.5192718506,1.282755532,1.807014806,0.7098754961,41.51620967
2022-06-23,136.8200073,138.5899963,135.6300049,138.0782013,2.915939331,0,1.399411517,1.67794232,0.8340045429,45.47450802
2022-06-24,139.8999939,141.9100037,139.7700043,141.463501,3.385299683,0,1.541260672,1.558089297,0.989199191,49.72851364
2022-06-27,142.6999969,143.4900055,140.9700012,141.463501,0,0,1.431170624,1.446797204,0.989199191,49.72851364
2022-06-28,142.1300049,143.4199982,137.3200073,137.2493591,0,4.214141846,1.328944151,1.644464679,0.8081317697,44.69429625
2022-06-29,137.4600067,140.6699982,136.6699982,139.0368652,1.787506104,0,1.361698576,1.527002916,0.8917458912,47.13877775
2022-06-30,137.25,138.3699951,133.7700043,136.5303497,0,2.506515503,1.264434392,1.596968101,0.7917718529,44.18932308
2022-07-01,136.0399933,139.0399933,135.6600037,138.7372742,2.206924438,0,1.33175511,1.482898951,0.8980754279,47.31505475
2022-07-05,137.7700043,141.6100006,136.9299927,141.3636322,2.626358032,0,1.424226747,1.376977597,1.034313666,50.84337207
2022-07-06,141.3500061,144.1199951,141.0800018,142.721756,1.358123779,0,1.419505106,1.278622054,1.110183499,52.61075634
2022-07-07,143.2899933,146.5500031,143.2799988,146.1470032,3.425247192,0,1.562772398,1.187291908,1.316249516,56.82675838
2022-07-08,145.2599945,147.5500031,145,146.8360291,0.6890258789,0,1.500361933,1.102485343,1.360890594,57.64310287
2022-07-11,145.6699982,146.6399994,143.7799988,144.6690369,0,2.166992188,1.393193223,1.178521546,1.182153375,54.17370697
2022-07-12,145.7599945,148.4499969,145.0500031,145.6576691,0.9886322021,0,1.364296007,1.094341436,1.246682217,55.48992233
2022-07-13,142.9900055,146.4499969,142.1199951,145.2881927,0,0.3694763184,1.266846293,1.042565356,1.215124103,54.85580249
2022-07-14,144.0800018,148.9499969,143.25,148.2640533,2.975860596,0,1.388918743,0.9680964018,1.434690533,58.92701818
2022-07-15,149.7799988,150.8600006,148.1999969,149.9617004,1.697647095,0,1.410970768,0.8989466588,1.569582304,61.0831691
2022-07-18,150.7400055,151.5700073,146.6999969,146.8659973,0,3.095703125,1.310187142,1.055857835,1.240874574,55.37456619
2022-07-19,147.9199982,151.2299957,146.9100037,150.7905426,3.924545288,0,1.496927009,0.9804394182,1.526791948,60.42412591
2022-07-20,151.1199951,153.7200012,150.3699951,152.827713,2.03717041,0,1.535515824,0.9104080312,1.686623768,62.778562
2022-07-21,154.5,155.5700073,151.9400024,155.1345215,2.306808472,0,1.590608156,0.8453788861,1.881532863,65.29624864
2022-07-22,155.3899994,156.2799988,153.4100037,153.8762512,0,1.258270264,1.476993287,0.8748711273,1.688240978,62.80095392
2022-07-25,154.0099945,155.0399933,152.2799988,152.7378387,0,1.138412476,1.371493767,0.8936955094,1.534632045,60.54654157
2022-07-26,152.2599945,153.0899963,150.8000031,151.3897247,0,1.348114014,1.273529926,0.926153974,1.375073651,57.89604253
2022-07-27,152.5800018,157.3300018,152.1600037,156.5725098,5.182785034,0,1.552762434,0.8600001187,1.805537465,64.35620581
2022-07-28,156.9799957,157.6399994,154.4100037,157.1317444,0.5592346191,0,1.481796162,0.7985715388,1.855558444,64.98058016
2022-07-29,161.2400055,163.6300049,159.5,162.2845764,5.152832031,0,1.744013009,0.7415307146,2.351909334,70.16625749
2022-08-01,161.0099945,163.5899963,160.8899994,161.285965,0,0.9986114502,1.619440652,0.7598936243,2.131141254,68.0627631
2022-08-02,160.1000061,162.4100037,159.6300049,159.7880402,0,1.497924805,1.503766319,0.8126101371,1.850538469,64.9189088
2022-08-03,160.8399963,166.5899963,160.75,165.8995667,6.111526489,0,1.832892046,0.7545665559,2.429066106,70.83754092
2022-08-04,166.0099945,167.1900024,164.4299927,165.5800018,0,0.3195648193,1.701971185,0.7234950033,2.352429772,70.17088893
2022-08-05,163.2100067,165.8500061,163,165.3500061,0,0.2299957275,1.580401815,0.688245055,2.296277762,69.66275077
