Date,Open,High,Low,Close,Gain,Loss,Av Gain,Av Loss,RS,RSI
2022-08-08,166.3699951,167.8099976,164.1999969,164.8699951,0,0.4800109863,1.467515971,0.673371193,2.179356626,68.5470956
2022-08-09,164.0200043,165.8200073,163.25,164.9199982,0.05000305176,0,1.366265048,0.6252732506,2.185068763,68.60350358
2022-08-10,167.6799927,169.3399963,166.8999939,169.2400055,4.320007324,0,1.577246639,0.5806108756,2.716529617,73.09317823
2022-08-11,170.0599976,170.9900055,168.1900024,168.4900055,0,0.75,1.464586165,0.5927100988,2.470999175,71.18985198
2022-08-12,169.8200073,172.1699982,169.3999939,172.1000061,3.61000061,0,1.617830054,0.5503736631,2.939512121,74.61614613
2022-08-15,171.5200043,173.3899994,171.3500061,173.1900024,1.089996338,0,1.580127646,0.5110612586,3.091855661,75.5612103
2022-08-16,172.7799988,173.7100067,171.6600037,173.0299988,0,0.1600036621,1.467261385,0.485985716,3.019145084,75.11908679
2022-08-17,172.7700043,176.1499939,172.5700073,174.5500031,1.520004272,0,1.471028734,0.4512724506,3.259735294,76.52436288
2022-08-18,173.75,174.8999939,173.1199951,174.1499939,0,0.4000091553,1.365955253,0.4476107866,3.051658481,75.31874899
2022-08-19,173.0299988,173.7400055,171.3099976,171.5200043,0,2.629989624,1.268387021,0.6034949893,2.101735795,67.75998776
2022-08-22,169.6900024,169.8600006,167.1399994,167.5700073,0,3.949996948,1.177787948,0.8425308435,1.397916714,58.29713375
2022-08-23,167.0800018,168.7100067,166.6499939,167.2299957,0,0.3400115967,1.093660238,0.8066366116,1.35582767,57.5520734
2022-08-24,167.3200073,168.1100006,166.25,167.5299988,0.3000030518,0,1.036970439,0.7490197108,1.384436783,58.06137503
2022-08-25,168.7799988,170.1399994,168.3500061,170.0299988,2.5,0,1.14147255,0.6955183029,1.641182619,62.13817278
2022-08-26,170.5700073,171.0500031,163.5599976,163.6199951,0,6.410003662,1.059938796,1.103695829,0.9603540841,48.98880727
2022-08-29,161.1499939,162.8999939,159.8200073,161.3800049,0,2.239990234,0.9842288825,1.184859715,0.830671235,45.37522735
2022-08-30,162.1300049,162.5599976,157.7200012,158.9100037,0,2.470001221,0.9139268194,1.276655537,0.7158758125,41.72072403
2022-08-31,160.3099976,160.5800018,157.1399994,157.2200012,0,1.690002441,0.8486463323,1.306180315,0.6497160632,39.38350833
2022-09-01,156.6399994,158.4199982,154.6699982,157.9600067,0.7400054932,0,0.8408862724,1.212881721,0.6932961867,40.94358637
2022-09-02,159.75,160.3600006,154.9700012,155.8099976,0,2.150009155,0.7808229672,1.279819395,0.6101040272,37.89221174
2022-09-06,156.4700012,157.0899963,153.6900024,154.5299988,0,1.279998779,0.7250498981,1.279832208,0.5665194963,36.16421613
2022-09-07,154.8200073,156.6699982,153.6100006,155.9600067,1.430007935,0,0.7754040436,1.188415622,0.65246874,39.48448308
2022-09-08,154.6399994,156.3600006,152.6799927,154.4600067,0,1.5,0.7200180405,1.210671649,0.5947261101,37.29330738
2022-09-09,155.4700012,157.8200073,154.75,157.3699951,2.909988403,0,0.876444495,1.124195103,0.7796195632,43.80821493
2022-09-12,159.5899963,164.2599945,159.3000031,163.4299927,6.059997559,0,1.246698285,1.043895453,1.194275042,54.42686168
2022-09-13,159.8999939,160.5399933,153.3699951,153.8399963,0,9.589996338,1.157648408,1.65433123,0.6997682125,41.16844916
2022-09-14,154.7899933,157.1000061,153.6100006,155.3099976,1.470001221,0,1.179959323,1.536164714,0.7681203145,43.44276281
2022-09-15,154.6499939,155.2400055,151.3800049,152.3699951,0,2.940002441,1.095676514,1.636438837,0.6695493222,40.10359642
2022-09-16,151.2100067,151.3500061,148.3699951,150.6999969,0,1.669998169,1.017413906,1.638835932,0.6208149858,38.3026435
